,p60,p61,p62,p63,p64,p65,p67
2050-02-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 07:00:00,0.021605085930787027,1.3119012862443924,0.0,0.8658649817109109,4.4908494301140305,26.853420397452133,3.7790771702176893
2050-02-14 08:00:00,53.39306592941284,239.35205098986626,45.85089683532715,5.627018332481384,13.043737518787385,6114.517773283097,299.85475484370045
2050-02-14 09:00:00,107.65991806983948,411.6225479662418,79.5626699924469,9.899171793460846,20.19832798242569,11667.651805850224,521.0649699070199
2050-02-14 10:00:00,143.08027029037476,546.7917899906636,107.78290629386902,12.58848534822464,24.670880252122878,15516.009803218349,672.6519419152992
2050-02-14 11:00:00,162.72598505020142,609.8983820140362,119.68148052692413,13.728824484348298,26.720737117528916,17905.46605702408,753.1531792218248
2050-02-14 12:00:00,167.61943697929382,624.6620756864547,123.47491979598999,13.718958640098572,26.596442806720734,18643.01726705489,778.5573192001116
2050-02-14 13:00:00,161.06145977973938,592.101280784607,117.84796714782715,12.747317481040955,24.04590840935707,18242.610827701876,765.0482206812268
2050-02-14 14:00:00,142.99741387367249,505.29487254023553,101.73517763614655,10.585300362110138,19.285631704330445,16593.640857609636,703.3797993339961
2050-02-14 15:00:00,112.30207085609436,375.7194302022457,76.65736377239227,7.540542131662369,12.596869677305222,13427.423441931078,582.1393521639951
2050-02-14 16:00:00,63.3179247379303,218.6007060855627,45.021235942840576,4.051131317019463,5.897940680384636,9340.574517891617,386.6127266929106
2050-02-14 17:00:00,20.45792117714882,61.32572868689895,13.639329001307487,0.7743348918855191,0.6181701250374317,4267.924244195731,150.64045916176525
2050-02-14 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 07:00:00,0.10446596425026655,0.7278054133057594,0.0,0.3615582764148712,0.8208693515509367,15.789953543851109,5.049244293734677
2050-02-15 08:00:00,55.87976276874542,201.86451664566994,43.2488277554512,4.478341463208199,7.594818286597729,6074.227306005636,307.5764991069715
2050-02-15 09:00:00,110.46820282936096,389.7529625475407,78.63112986087799,7.380365324020386,10.761311554908753,12339.134684936571,537.0769772695114
2050-02-15 10:00:00,150.62650442123413,526.240441673994,108.38508009910583,7.076060116291046,9.958584994077682,15737.575847938115,696.8136246346089
2050-02-15 11:00:00,170.22095322608948,596.6102806210517,123.01283776760101,5.803966355323792,8.169268667697906,18029.512936787,783.7379308242464
2050-02-15 12:00:00,177.05833315849304,608.9882978618145,127.39158868789673,4.17693233191967,7.663786911964417,18776.249201183335,805.4848655784613
2050-02-15 13:00:00,169.2410707473755,560.8976089537143,120.03326117992401,3.500580494105816,7.453388111293316,18260.219540764887,776.0489781072512
2050-02-15 14:00:00,150.2221405506134,446.50319893360137,98.93410205841064,3.3780180335044863,6.430624684691429,16520.896790357398,697.6751454146757
2050-02-15 15:00:00,119.72989439964294,310.41681165397165,69.24876719713211,3.073476654291153,4.291171707212925,13572.778536921596,571.4852967293973
2050-02-15 16:00:00,75.28113722801208,177.32249287366866,41.37353003025055,2.0927251487970353,1.6311667025089265,9355.489123808477,392.5962926598466
2050-02-15 17:00:00,28.304842114448547,53.36344655826688,12.188439443707466,0.47699247635900976,0.10839961315505206,4370.706776836305,166.75964027515644
2050-02-15 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-02-15 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-23 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-23 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-23 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-23 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-23 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-23 06:00:00,3.8359029218554497,31.149123149737715,6.2870929017663,0.8857267074286937,2.3970409348607062,199.09169239454118,18.998770113006763
2050-05-23 07:00:00,27.025991678237915,116.8036000534892,23.105259239673615,3.4459729313850405,7.398147730529308,2684.5151693239886,136.48681861034513
2050-05-23 08:00:00,69.06477510929108,273.0771256327629,53.79252880811691,6.944328320026398,13.52370227277279,6811.128640862167,313.3282325198232
2050-05-23 09:00:00,103.71901392936707,403.29914591908454,79.56579923629761,9.696730780601502,18.28158896565437,10552.95784597931,470.0656558516938
2050-05-23 10:00:00,126.97317600250244,491.48752346634865,96.76703810691833,11.378450882434846,21.144847327470778,13258.312193819369,576.8911769397683
2050-05-23 11:00:00,140.87659120559692,533.9437640190124,104.93015348911285,12.080451428890228,22.59032616019249,15016.677394771688,644.7283134159961
2050-05-23 12:00:00,147.6271152496338,549.9689411401748,108.77948999404907,12.271988797187806,22.32180717587471,15446.961812646587,663.73841309312
2050-05-23 13:00:00,142.57572293281555,524.0664630353451,103.2701164484024,11.460781347751618,20.741356164216995,15187.064057700667,648.1969177362938
2050-05-23 14:00:00,129.1936159133911,466.7776069223881,92.46422052383423,9.988856744766236,17.89527558684349,13896.58420876165,593.6402726228608
2050-05-23 15:00:00,106.25549554824829,376.51784904897215,74.51738119125366,7.979112350940705,13.832358640432357,11914.744305080063,500.01200499495536
2050-05-23 16:00:00,75.1131922006607,266.79606405198575,52.897077798843384,5.40351077914238,9.226494798064232,8481.545705341316,344.2496986970749
2050-05-23 17:00:00,38.92899304628372,152.45331203639506,30.094555020332336,2.8149401545524597,4.658987817168236,4168.875989432189,161.34397069894294
2050-05-23 18:00:00,13.432226330041885,58.19696067795157,11.602828279137611,0.890229157358408,1.233992262929678,1095.045424811985,45.42501289836907
2050-05-23 19:00:00,1.1567973531782627,1.4244161812821403,0.31063961796462536,0.0,0.0,0.0,0.0
2050-05-23 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-23 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-23 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-23 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 06:00:00,6.249381601810455,30.738551765680313,6.041215918958187,0.758880876749754,2.5684232831001284,180.9170440382049,19.335488224457407
2050-05-24 07:00:00,31.623850762844086,120.75089173018932,23.348157852888107,2.9098377019166946,7.93968232870102,2959.370376468001,143.03678144086592
2050-05-24 08:00:00,73.1713593006134,275.3268068492413,53.90401929616928,6.850254881381988,14.431221532821656,7408.144225530739,326.7936749939249
2050-05-24 09:00:00,108.41444730758667,402.7144073545933,79.13004755973816,9.581583285331726,19.461601549386977,11246.543288508334,486.90596805350344
2050-05-24 10:00:00,131.69952630996704,486.94918496608733,95.55256962776184,11.245665192604065,22.74279492497444,13980.148960890981,594.6538963820291
2050-05-24 11:00:00,145.1881468296051,530.1830763220787,104.42096292972565,12.016917169094086,24.118154686689376,15612.912413576822,660.645313002479
2050-05-24 12:00:00,148.6177146434784,530.2957581877708,104.33502495288849,12.024372410774232,23.939497768878937,16186.285799541798,682.0539770687964
2050-05-24 13:00:00,143.05538535118103,507.4576055586338,100.36298632621765,11.266836369037629,22.135275900363922,15736.00335990925,665.8491814437309
2050-05-24 14:00:00,129.79509830474854,452.5816646873951,90.00305235385895,9.822731256484985,19.039459431171416,14314.866138622336,607.2551868303318
2050-05-24 15:00:00,106.4954161643982,362.1696784734726,71.85189127922058,7.78401990532875,14.640026798844337,11933.288869758006,498.07229590990386
2050-05-24 16:00:00,75.5962073802948,256.68252693712714,50.865814089775085,5.2732356011867525,9.615475276112557,8494.231633195866,344.44690066216737
2050-05-24 17:00:00,38.6968269944191,148.2278030961752,29.388195276260376,2.7285842657089234,4.890225474536419,4068.304123836028,161.27874126845217
2050-05-24 18:00:00,13.501671701669693,56.78431535884738,11.303228884935379,0.9520956411957741,1.337763625010848,1107.8596845435868,44.8869974151621
2050-05-24 19:00:00,1.2428577989339828,1.1300357652828097,0.19871152471750975,0.0,0.0,0.0,0.0
2050-05-24 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-06-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-06-26 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-06-26 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-06-26 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-06-26 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-06-26 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-06-26 06:00:00,7.483496516942978,38.372550029680134,7.580569759011269,1.0148823261260986,1.5491129141300917,174.09256022965127,14.531152697426903
