,windlat27.0lon-97.5p65,windlat27.5lon-98.125p65,windlat28.0lon-99.375p65,windlat28.5lon-98.75p65,windlat29.0lon-100.625p65,windlat29.0lon-98.125p65,solarlat26.5lon-98.75p65,solarlat27.0lon-98.75p65,solarlat27.5lon-98.75p65,solarlat28.0lon-99.375p65,solarlat28.5lon-98.75p65,solarlat29.0lon-100.625p65,solarlat29.0lon-98.125p65,windlat29.0lon-95.625p67,windlat29.5lon-95.625p67,solarlat29.0lon-95.625p67,solarlat29.5lon-95.625p67,windlat29.5lon-103.125p61,windlat29.5lon-100.625p61,windlat30.0lon-104.375p61,windlat30.0lon-101.875p61,windlat30.5lon-103.75p61,windlat30.5lon-101.25p61,windlat31.0lon-103.75p61,windlat31.0lon-101.25p61,windlat31.5lon-104.375p61,windlat31.5lon-99.375p61,windlat32.0lon-100.625p61,windlat32.5lon-99.375p61,solarlat29.5lon-103.125p61,solarlat29.5lon-100.625p61,solarlat30.0lon-104.375p61,solarlat30.0lon-101.875p61,solarlat30.5lon-103.75p61,solarlat30.5lon-101.25p61,solarlat31.0lon-103.75p61,solarlat31.0lon-101.25p61,solarlat31.5lon-104.375p61,solarlat31.5lon-99.375p61,solarlat32.0lon-100.625p61,solarlat32.5lon-99.375p61,windlat29.5lon-98.125p64,windlat30.0lon-99.375p64,windlat30.0lon-96.875p64,windlat30.5lon-98.75p64,windlat30.5lon-96.25p64,solarlat29.5lon-98.125p64,solarlat30.0lon-99.375p64,solarlat30.0lon-96.875p64,solarlat30.5lon-98.75p64,solarlat30.5lon-96.25p64,windlat31.0lon-98.75p63,windlat31.0lon-96.25p63,windlat31.5lon-96.875p63,windlat32.0lon-98.125p63,windlat32.0lon-95.625p63,windlat32.5lon-96.875p63,windlat33.0lon-98.125p63,windlat33.0lon-95.625p63,windlat33.5lon-96.25p63,solarlat31.0lon-98.75p63,solarlat31.0lon-96.25p63,solarlat31.5lon-96.875p63,solarlat32.0lon-98.125p63,solarlat32.0lon-95.625p63,solarlat32.5lon-96.875p63,solarlat33.0lon-98.125p63,solarlat33.0lon-95.625p63,solarlat33.5lon-95.625p63,windlat31.5lon-101.875p62,windlat32.0lon-103.125p62,windlat32.5lon-101.875p62,solarlat31.5lon-101.875p62,solarlat32.0lon-103.125p62,solarlat32.5lon-101.875p62,windlat33.0lon-100.625p60,windlat33.5lon-99.375p60,windlat34.0lon-99.375p60,windlat34.5lon-101.25p60,solarlat33.0lon-100.625p60,solarlat33.5lon-99.375p60
2030-03-24 00:00:00,0.0,0.4484285,0.2693461,0.4585681,0.0,0.11629309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009723047,0.0,0.0,0.0,0.28871682,0.0,0.4227191,0.27836674,0.61844116,0.2806514,0.1917458,0.55915695,0.0,0.33080322,0.26665705,0.2919194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047962043,0.0,0.051711056,0.017291924,0.0,0.0,0.0,0.0,0.0,0.11784665,0.0,0.022546565,0.2068378,0.0,0.17173874,0.2864029,0.29504114,0.27997032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32810712,0.0,0.050463818,0.0,0.0,0.0,0.06685179,0.023064818,0.0,0.08962146,0.0,0.0
2030-03-24 01:00:00,0.0,0.41213512,0.36805943,0.5471513,0.0,0.073578924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06377937,0.0,0.0,0.24145544,0.0,0.37221476,0.22227107,0.59601134,0.23789358,0.1136809,0.53177583,0.0,0.27988195,0.31820095,0.2686298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430629,0.0,0.046909228,0.04415287,0.0,0.0,0.0,0.0,0.0,0.07251522,0.0,0.0,0.19125335,0.0,0.16201325,0.2297438,0.2598155,0.20692989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3203876,0.0,0.024453364,0.0,0.0,0.0,0.05310358,0.0,0.0,0.078608476,0.0,0.0
2030-03-24 02:00:00,0.0,0.3243709,0.36921188,0.5529446,0.0,0.046220522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14540063,0.0,0.0,0.18219833,0.0,0.24583682,0.15367495,0.5742527,0.20001647,0.08415736,0.50013554,0.0,0.23490264,0.37450635,0.2726492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020014811,0.032872066,0.035361007,0.07063062,0.0,0.0,0.0,0.0,0.0,0.032429885,0.0,0.0,0.1743216,0.0,0.16885291,0.16411006,0.2276012,0.1400347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3031826,0.0,0.0027066453,0.0,0.0,0.0,0.031827237,0.0,0.0,0.071109936,0.0,0.0
2030-03-24 03:00:00,0.0,0.2025337,0.32851595,0.5159092,0.0,0.030940088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04212924,0.16482882,0.0,0.0,0.10292816,0.0,0.13822636,0.07070496,0.5267987,0.14299048,0.07590961,0.43947288,0.008459035,0.16774923,0.39948657,0.2939997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574972,0.015324772,0.08200278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11552689,0.0,0.1482484,0.110574044,0.1875791,0.08465812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27727795,0.021812592,0.005205911,0.0,0.0,0.0,0.011969609,0.0,0.0,0.055052917,0.0,0.0
2030-03-24 04:00:00,0.0,0.1308781,0.3006801,0.44564685,0.0,0.021805247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056196786,0.13800237,0.0,0.0,0.036310345,0.0,0.086282395,0.0025007145,0.45381206,0.08986039,0.070475824,0.3636986,0.016061887,0.09452739,0.3949729,0.31044143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057139047,0.0,0.08080426,0.0,0.075466685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049200017,0.0,0.099562824,0.091430195,0.13872732,0.05620816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24850605,0.039627276,0.009596217,0.0,0.0,0.0,0.0,0.0,0.0,0.045312177,0.0,0.0
2030-03-24 05:00:00,0.0,0.09203629,0.28551963,0.35736063,0.0,0.021035237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058998514,0.11685298,0.0,0.0,0.0,0.0,0.053030904,0.0,0.35852847,0.046109267,0.05913313,0.3122306,0.00027628287,0.046104115,0.38036638,0.30898878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035477635,0.012097671,0.09416107,0.011433436,0.06671924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01642778,0.0,0.05769971,0.092268735,0.086360164,0.054187417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22639899,0.040153798,0.012339128,0.0,0.0,0.0,0.0,0.0,0.0,0.041368943,0.0,0.0
2030-03-24 06:00:00,0.0,0.035610467,0.25272918,0.26639482,0.0,0.016621482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07923605,0.10497533,0.0,0.0,0.0,0.0,0.033860944,0.0,0.2688282,0.0,0.04151395,0.2974592,0.0,0.020035364,0.3629883,0.2907812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057113074,0.043378547,0.101839714,0.034043048,0.06243488,0.0,0.0,0.0,0.0,0.00633397,0.0,0.024345089,0.0,0.0,0.0,0.035264388,0.0960106,0.04329142,0.061052207,0.0,0.0041655404,0.0,0.0,0.005089238,0.0,0.0,0.0,0.0,0.20612054,0.031312812,0.011581097,0.0,0.0,0.0,0.0,0.0,0.0,0.01853092,0.0,0.0
2030-03-24 07:00:00,0.0,0.0,0.17808785,0.13874656,0.017042238,0.0030044827,0.13962103,0.12775572,0.11438538,0.095790185,0.10513399,0.20737937,0.106381044,0.11208253,0.0918793,0.13878481,0.12312293,0.0,0.0067617316,0.0,0.0,0.15247385,0.0,0.0,0.1675925,0.0,0.0,0.23630014,0.18610217,0.15680966,0.1958881,0.09014533,0.1623694,0.09003548,0.15193605,0.115991294,0.10594852,0.081601545,0.13073327,0.130571,0.13377984,0.08227679,0.041065045,0.09091103,0.006884032,0.028053278,0.2324945,0.19891252,0.2399017,0.1899246,0.23054156,0.0,0.0,0.0,0.0,0.0,0.0,0.064524345,0.0,0.037234284,0.17533222,0.21331078,0.19052804,0.121182255,0.19722533,0.14304914,0.14015085,0.1616939,0.15711859,0.14880343,0.018878587,0.0021820168,0.12149788,0.10044433,0.104589164,0.0,0.0,0.0,0.0,0.108872905,0.11239601
2030-03-24 08:00:00,0.0,0.0,0.031974178,0.032681394,0.050181583,0.0,0.40360516,0.39635745,0.38812307,0.36418933,0.3645194,0.4468163,0.36846912,0.06610673,0.03326465,0.39396906,0.38640487,0.0,0.017507361,0.02073211,0.0,0.11160002,0.0,0.0,0.097577155,0.0,0.0,0.07991445,0.049378466,0.38377568,0.43687782,0.32667658,0.39515832,0.31185666,0.38025615,0.35679716,0.3470302,0.3377695,0.3930766,0.3813357,0.39681178,0.08996598,0.0048676366,0.055572186,0.0,0.0,0.47305778,0.44122666,0.47653437,0.42756394,0.4668925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4178199,0.4406384,0.43637618,0.39979517,0.4495687,0.42242327,0.41454113,0.43735337,0.41777977,0.055255316,0.0,0.0,0.3600072,0.3438703,0.35167557,0.0,0.0,0.0,0.0,0.36854038,0.38756287
2030-03-24 09:00:00,0.0,0.0,0.0,0.0,0.06833317,0.0,0.5854223,0.59366435,0.57495636,0.5662419,0.5658972,0.6407214,0.57865095,0.02475317,0.0,0.59274507,0.58014303,0.0,0.0076281545,0.034745567,0.0,0.10319651,0.0,0.0,0.06846956,0.0,0.0,0.09665042,0.048171163,0.5651998,0.6302962,0.57047737,0.57661986,0.57413644,0.59104306,0.5711475,0.5972601,0.5467615,0.5958071,0.60215175,0.5985582,0.08001877,0.0,0.04775446,0.0,0.0,0.65239704,0.6248042,0.6619716,0.6161707,0.6426941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5986613,0.6086153,0.611957,0.6013274,0.61644506,0.61802155,0.6035357,0.62149143,0.611557,0.10065488,0.0,0.0,0.5898426,0.56849366,0.5708822,0.0,0.0,0.0,0.0,0.5822477,0.58246666
