,p60p61,p60p62,p60p63,p61p62,p61p63,p61p64,p61p65,p63p64,p63p67,p64p65,p64p67,p65p67,p61p60,p62p60,p63p60,p62p61,p63p61,p64p61,p65p61,p64p63,p67p63,p65p64,p67p64,p67p65
2030-03-24 00:00:00,0.0,0.0,2.599759948797458,0.0,0.0,0.0,0.0,1.334686888140384,0.0,0.0,0.0,2.794792894999995,0.6804424024999426,0.08067507775077476,0.0,0.0,0.0,0.238,0.0,0.0,0.0,1.3366173707891127,0.0,0.0
2030-03-24 01:00:00,0.0,0.0,2.479373285210113,0.0,0.0,0.0,0.0,1.4069357659976562,0.0,0.0,0.0,2.580134036080774,0.7411819329948661,0.07681181972813556,0.0,0.0,0.0,0.238,0.0,0.0,0.0,1.1753655069318403,0.0,0.0
2030-03-24 02:00:00,0.0,0.0,2.2929854054711853,0.0,0.0,0.0,0.0,1.3149824253486493,0.0,0.0,0.0,2.4042431530807704,0.7962488386342181,0.040926187542795534,0.0,0.0,0.0,0.238,0.0,0.0,0.0,1.2528114025808468,0.0,0.0
2030-03-24 03:00:00,0.0,0.036808180789269174,1.9108336627821085,0.0,0.0,0.0,0.0,0.0,0.8837197727453479,0.0,1.3071847563354235,0.0,0.7311170267009655,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,3.9360605752649196,0.0,0.0
2030-03-24 04:00:00,0.0,0.15239093250314467,1.3637859392769915,0.0,0.0,0.0,0.0,0.5039912936664077,0.0,0.0,0.0,2.22595494708077,0.5691977595113581,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,1.6927808662630879,0.0,0.0
2030-03-24 05:00:00,0.0,0.0,1.2147106290195062,0.0,0.0,0.0,0.0,0.9872943858152792,0.0,0.0,0.0,3.0033537819999996,0.562137375498279,0.013249106583466438,0.0,0.0,0.0,0.0,0.466,0.0,0.0,0.09170939911421705,0.0,0.0
2030-03-24 06:00:00,0.0,0.0,0.420695418829783,0.39259761872193993,0.0,0.0,0.4551846014864022,0.0,0.5683436038259821,0.0,0.0,2.7758699961740194,0.0,0.0,0.0,0.0,0.456,0.0,0.466,0.0,0.0,0.8520529803863055,0.0,0.0
2030-03-24 07:00:00,0.0,0.0,0.34980283773807835,0.4839340516433635,0.0,0.0,0.0,0.7607922240040761,0.0,0.25336531442583254,0.0,3.1306754000000003,0.1344565166564537,0.0,0.0,0.0,0.456,0.0,0.466,0.0,0.0,0.0,0.0,0.0
2030-03-24 08:00:00,0.011599709595117247,0.5682791284422988,0.0,0.0,0.0,0.0,0.0,0.47493864755573023,0.0,0.0,0.0,3.1786206000000012,0.0,0.0,0.709583978499827,0.0,0.0,0.0,0.466,0.0,0.0,0.022656683665729815,0.0,0.0
2030-03-24 09:00:00,0.0,0.5339091853254015,0.0,0.0,0.0,0.0,0.0,0.3383800076823573,0.0,0.0,0.0,3.3133977000000012,0.15469048188306905,0.0,0.6206791214987825,0.0,0.0,0.0,0.466,0.0,0.0,0.21322538862601625,0.0,0.0
2030-03-24 10:00:00,0.0,0.4829448733506885,0.0,0.0,0.0,0.0,0.30924442967097204,0.0,0.0,0.0,0.0,3.4061252000000017,0.008706190155442606,0.0,0.6908173520568095,0.0,0.0,0.0,0.466,0.0,0.0,0.5891977976468172,0.0,0.0
2030-03-24 11:00:00,0.0,0.48320272657336766,0.0,0.0,0.0,0.0,0.08619724810564833,0.3278058256275733,0.0,0.0,0.0,3.526200000000001,0.2263904219305946,0.0,0.46488330052799404,0.0,0.0,0.0,0.466,0.0,0.0,0.0,0.0,0.0
2030-03-24 12:00:00,0.0,0.0919972398601128,0.0,0.4379141261266683,0.0,0.0,0.0,0.36291708967585645,0.2598902337684015,0.0,0.0,3.5128378662315995,0.0,0.0,0.2792876768392776,0.0,0.0,0.238,0.466,0.0,0.0,0.0,0.0,0.0
2030-03-24 13:00:00,0.0,0.0,0.08559433156021368,0.28128900002301926,0.0,0.01433483867419838,0.0,0.0,0.6517811446017379,0.0,0.0,3.367506055398261,0.2498670373212969,0.0,0.0,0.0,0.456,0.0,0.466,0.0,0.0,0.0,0.0,0.0
2030-03-24 14:00:00,0.0,0.8586233902084999,0.23927470698312447,0.0,0.0,0.0,0.0,0.9123724956685195,0.0,1.0528315809022963,0.0,4.283522,1.2482530290865708,0.0,0.0,0.832,0.456,0.0,0.466,0.0,0.0,0.0,0.0,0.0
2030-03-24 15:00:00,0.0,0.0,0.404718995434201,0.27579893776007114,0.0,0.0,0.0,0.0,1.3466829747191271,0.0,0.0,3.153370625280872,0.0,0.5144284502532308,0.0,0.0,0.456,0.0,0.466,0.2446311790929031,0.0,0.0,0.0,0.0
2030-03-24 16:00:00,0.0,0.6013305525336313,0.26275607885264485,0.0,0.0,0.0,0.0,0.9344896739518698,0.0,1.2459221456936334,0.0,4.504725699999998,0.9704417797768341,0.0,0.0,0.832,0.456,0.0,0.466,0.0,0.0,0.0,0.0,0.0
2030-03-24 17:00:00,2.473,0.0,0.38275693995303217,0.0,0.456,0.238,0.15517154510044673,0.0,0.0,0.0,0.0,4.258175400000001,0.785322329187,0.14179187919382485,2.003,0.0,0.0,0.0,0.0,0.2321061901084589,0.0,0.0,0.0,0.0
2030-03-24 18:00:00,0.0,0.4978180514203664,0.04240969942302775,0.0,0.0,0.0,0.0,0.4948553754656162,0.0,0.0,0.0,3.9762987999999986,0.3884352452132208,0.0,0.0,0.0,0.456,0.0,0.466,0.0,0.0,0.18909232638656626,0.0,0.0
2030-03-24 19:00:00,0.0,0.09656082435033075,0.967670098756742,0.0,0.0,0.0,0.0,0.0,1.2592677915460424,0.0,0.0,2.870106808453956,0.18458664074390851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9373812359294975,0.0,0.0
2030-03-24 20:00:00,0.0,0.0,2.798968365821674,0.0,0.0,0.0,0.0,1.2320903494373763,0.0,0.0,0.0,3.707145400000001,0.8626518532267473,0.16785216958562765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026745736492121086,0.0,0.0
2030-03-24 21:00:00,0.0,0.0,3.9551335861705206,0.832,0.0,0.0,0.0,1.3983515301631115,0.0,0.0,0.0,3.6101604400000005,0.39017281982806773,1.1033128422312468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6263664573728578,0.0,0.0
2030-03-24 22:00:00,0.0,0.0,3.8001673832519254,0.0,0.0,0.0,0.466,1.881520566299792,0.0,0.0,0.0,3.5509326329999977,0.8701218369130885,0.3282889717221018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090847302629704,0.0,0.0
