GAMS Symbol,57197+1,58009+1,58009+2,58027+1,58068+1,58537+1,58716+1,59204+OCIA3,59205+OCIA5,60472+CPS1,57699+AES1,58013+PV,61205+PV1,60427+CSS1,60774+GEN1,59207+OCIA7,60372+LSPV1,60581+UCTX,58488+1,58710+BRLA,58717+1,59206+OCIA6,59994+ROSEK,60044+BKTH1,60436+1,60682+PEARL,60989+PV1
2040-06-13 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8542160503566265,1.7242511734366417,0.14179909194353968,0.014820632059127092,0.0,0.0,0.09925936436047778,0.0,0.9351434279233217,0.11202128263539635,0.04726636398117989,0.15901396982371807
2040-06-13 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-13 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-13 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-13 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-14 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-14 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-14 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-14 06:00:00,0.5106215514242649,0.054475744068622586,0.04863905720412731,0.08903599027544261,0.08903599027544261,1.536000092327595,0.16642480194568635,0.20803100243210793,4.344454780220985,0.03782381862401962,1.1270137131214142,0.02649774793535471,0.07182114198803902,0.026142923161387444,0.45967606715857984,2.0224234089255333,2.984505146741867,4.709515906870365,0.18220623955130577,0.5211424808949232,1.8046531766653062,3.2966611348092556,2.7178788324818015,5.924369588494301,3.7205175664275885,1.569838635623455,1.5331021510064602
2040-06-14 07:00:00,1.6280497089028358,0.6462344586849212,0.5769950523972511,1.2592946782708168,1.2592946782708168,4.349676139652729,0.530623608827591,0.6632795110344887,10.076145082712173,0.1205962747335434,3.0654770135879517,0.11645193621516228,0.16669555753469467,0.28936898708343506,2.3736239820718765,13.933250308036804,11.968482285737991,12.60288767516613,0.5608374252915382,1.913879433274269,4.161044123768806,8.822021372616291,9.98132485896349,19.19823370873928,9.956281263381243,4.20096255838871,4.256340861320496
2040-06-14 08:00:00,2.8212794065475464,1.7137750387191772,1.530156284570694,3.1990357965230944,3.1990357965230944,7.849208830296994,0.919528102874756,1.1494101285934448,21.281656622886658,0.2089836597442627,5.292292982339859,0.1811809539794922,0.3251371756196022,0.6889837384223938,4.698248928785325,34.13572609424591,31.261423230171204,19.061889499425888,1.881660521030426,3.087538531422615,10.695673120021821,13.343322649598122,16.102229095995426,57.87053316831589,15.058892704546452,6.353963166475296,9.101777523756027
2040-06-14 09:00:00,3.5801000744104385,2.632963633537292,2.3508603870868683,4.787075194716453,4.787075194716453,12.91989667415619,1.1668474316596986,1.458559289574623,30.993056297302246,0.26519259810447693,9.35095489025116,0.1904870077967644,0.49184685945510864,0.9921523928642273,6.575759398937225,50.48568248748779,48.36330711841583,16.737142950296402,4.8111072182655334,3.358289197087288,17.323291110992432,11.716000065207481,17.514256574213505,92.43119013309479,13.222342930734158,5.579047650098801,7.790715247392654
2040-06-14 10:00:00,4.962527498602867,3.2531816005706786,2.904626429080963,5.820999956130982,5.820999956130982,14.967665931582452,1.6174163699150086,2.0217704623937607,42.96082854270935,0.3675946295261383,7.5639671087265015,0.2201178625226021,0.5239552706480026,1.175563931465149,7.269991034269333,61.20537519454956,59.9108099937439,19.91063877940178,5.998634099960327,4.487722614407539,20.22924270629883,13.937447145581245,23.404513634741306,99.82522565126419,15.729404635727406,6.636879593133926,7.607025653123856
2040-06-14 11:00:00,4.087441518902779,3.7139441490173337,3.3160215616226196,6.30952211022377,6.30952211022377,10.76036942601204,1.3322031617164614,1.6652539521455765,39.88175988197327,0.30277344584465027,5.644808113574982,0.2651849240064621,0.4432859569787979,1.312570571899414,7.343935692310334,67.3084020614624,66.66271090507507,26.354500651359558,6.461746096611023,8.515414625406265,18.883438324928285,18.44815045595169,44.40986104309559,84.35393697023392,20.82005551457405,8.784833550453186,8.977477997541428
2040-06-14 12:00:00,3.217713385820389,3.7772877216339107,3.3725783228874207,6.455811506509781,6.455811506509781,8.933183832466604,1.0487362146377563,1.3109202682971954,29.71068024635315,0.23834913969039917,5.618613660335541,0.2907867178320885,0.45234520733356476,1.3532874584197998,7.179175162315369,68.88533234596252,68.8059389591217,31.304772198200226,6.53907835483551,13.462220561504363,19.413215160369873,21.913340538740158,70.20860061049461,84.18894493579865,24.73077003657818,10.434924066066742,9.78211760520935
2040-06-14 13:00:00,2.591610163450241,3.846581697463989,3.434447944164276,6.285444831848145,6.285444831848145,8.2001402258873,0.8446729421615601,1.05584117770195,24.452853202819824,0.19197112321853638,5.316121727228165,0.2823329523205757,0.49391408264636993,1.291075348854065,7.487779772281647,65.80827236175537,66.57872796058655,34.00108739733696,6.186405420303345,16.327662706375122,20.71093225479126,23.800761178135872,85.15254557132721,83.91677761077881,26.8608590438962,11.33369579911232,10.55881455540657
2040-06-14 14:00:00,2.1403977647423744,3.4158241748809814,3.0498430132865906,5.688589972257614,5.688589972257614,6.92961403131485,0.6976111233234407,0.8720139041543007,19.36403512954712,0.15854798257350922,4.798018634319305,0.2693753108382225,0.4642127752304077,1.1268328428268433,6.686922156810761,59.36081409454346,60.992854833602905,45.2238455414772,5.486066937446594,16.12778401374817,18.816629970073702,31.656691879034042,84.11013185977936,70.89596408605576,35.72683797776699,15.074615180492401,15.83477109670639
2040-06-14 15:00:00,1.7278119921684265,2.7671819925308228,2.470698207616806,4.390117862820626,4.390117862820626,6.070036222040653,0.5631387233734131,0.7039234042167664,14.67132717370987,0.12798607349395752,4.369839727878571,0.2741652652621269,0.40999048948287964,0.9244006276130676,5.366662007570267,49.34453368186951,51.225316524505615,55.02473562955856,4.273629188537598,14.22920104265213,14.974627339839936,38.517314940690994,74.20858159661293,54.159828782081604,43.469541147351265,18.341578543186188,18.348978459835052
2040-06-14 16:00:00,1.3597996048629284,2.0091928482055663,1.7939221858978271,3.1608486771583557,3.1608486771583557,4.522020602226258,0.4431939452886582,0.5539924316108227,11.046694219112396,0.10072589665651321,3.4573283046483994,0.25980570763349536,0.36687230318784714,0.6464331150054932,3.177473759651184,35.107362270355225,37.312933802604675,48.47881346940994,3.0815893411636353,10.500482392311095,10.374602615833282,33.93516942858696,54.76244956254959,40.36482232809067,38.298262640833855,16.159604489803314,15.124183893203735
2040-06-14 17:00:00,0.7775092609226704,1.0195638060569763,0.910324826836586,1.7434968128800392,1.7434968128800392,2.5154478289186954,0.2534104257822037,0.3167630322277546,6.2949039041996,0.05759327858686447,1.9351541250944138,0.17041794955730438,0.21583662182092667,0.3183969259262085,1.7508042573928833,18.890558183193207,21.376626193523407,31.463565677404404,1.932821124792099,5.653157237172127,5.746859192848206,22.024495974183083,29.48252532631159,27.45922088623047,24.85621688514948,10.487855225801468,9.780021756887436
2040-06-14 18:00:00,0.16689731692895293,0.17126169055700302,0.15291222371160984,0.6589709244668484,0.6589709244668484,0.7693570390343667,0.0543961625546217,0.06799520319327712,1.9193219020962715,0.012362764216959476,0.5800923518836498,0.059796372801065444,0.0674530528485775,0.12504823505878448,0.6367523595690727,7.222672551870346,8.388513326644897,12.824510782957077,0.8250237256288528,2.3414860010147094,1.8881476879119874,8.977157548069954,12.211392223834991,13.008668035268784,10.13136351853609,4.274836927652359,4.375395178794861
2040-06-14 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3599268160760403,2.0278623327612877,0.9171039098873734,0.014991424977779388,0.1900671547278762,0.0,0.6419727369211614,0.991244267206639,0.6374511509202421,0.724512088811025,0.30570130329579115,0.3906417638063431
2040-06-14 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-14 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-14 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040-06-15 06:00:00,0.5706930924206972,0.042427041754126545,0.03788128728047013,0.08773382725194097,0.08773382725194097,2.244151142984629,0.18600367456674577,0.2325045932084322,5.583984777331352,0.04227356240153313,1.6948319971561432,0.07819387800991535,0.09906481951475143,0.06622286885976791,0.6353019446134568,2.7209950610995293,2.849535085260868,7.28191863745451,0.4250999540090561,1.3456719577312468,2.482921314239502,5.097343046218157,7.017991170287132,5.73305856436491,5.752715723589063,2.4273062124848366,2.2363390773534775
2040-06-15 07:00:00,1.9817898944020271,0.6703588008880614,0.5985346436500549,1.2633575677871705,1.2633575677871705,7.3841553956270225,0.6459167063236237,0.8073958829045296,18.302811682224274,0.1467992514371872,5.529596507549286,0.200443634390831,0.2754286229610443,0.33376362919807434,1.956314092874527,14.297500252723694,11.874135583639145,20.99725976586342,1.4010697603225708,4.117486667633057,7.108070129156113,14.698081836104393,21.473647356033325,20.758623585104942,16.5878352150321,6.9990865886211395,6.27918615937233
2040-06-15 08:00:00,4.590290129184723,1.774326992034912,1.5842205286026,3.220907038450241,3.220907038450241,14.056658244132997,1.496094560623169,1.8701182007789612,35.76091229915619,0.3400214910507202,9.991791844367981,0.38645545542240145,0.5026643425226212,0.7159675359725952,4.0742063164711,34.017229080200195,30.90074360370636,47.75347709655762,3.1335601210594177,9.095464247465133,13.014942348003387,33.42743396759033,47.43495427072048,63.13210368156433,37.72524690628052,15.917825698852539,15.735837817192078
2040-06-15 09:00:00,6.202921897172928,2.722348856925964,2.4306686222553253,4.80292903482914,4.80292903482914,18.63539296090603,2.0216930627822878,2.5271163284778595,48.769611120224,0.45947569608688354,12.571191787719727,0.5244703710079194,0.6644071340560913,1.0193970203399658,5.608919054269791,50.41055679321289,46.25933766365051,71.38913869857788,4.645274579524994,10.540849643945693,17.688831675052644,49.97239708900452,54.97297413647175,99.65203428268433,56.397419571876526,23.796379566192627,24.616745114326477
2040-06-15 10:00:00,7.038925409317017,3.361475801467895,3.0013176798820496,5.858783161640168,5.858783161640168,20.64468002319336,2.294168281555176,2.8677103519439697,55.57159185409546,0.5214018821716309,13.465459048748016,0.6272668749094009,0.7581538259983063,1.2073276042938232,6.403179180622101,60.816890001297,56.35632276535034,75.94163417816162,5.820908546447754,9.416700303554535,20.654302883148194,53.159143924713135,49.11027476191521,123.00344896316528,59.99389100074768,25.313878059387207,28.917720913887024
2040-06-15 11:00:00,7.261702716350555,3.7394520759582517,3.3387964963912964,6.500355917215347,6.500355917215347,20.68948656320572,2.366777181625366,2.9584714770317078,57.38599896430969,0.537903904914856,13.746257722377777,0.6942222893238068,0.8262509107589722,1.3054563999176025,7.301439142227173,66.48806929588318,60.00615954399109,71.60697877407074,6.516681909561157,9.549937164783477,22.48474488258362,50.12488514184952,49.80513587594032,136.68145537376404,56.569513231515884,23.868992924690247,30.996179580688477
