,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol
0,Seadrift Coke LP,10167_G_GEN1,10167,G,GEN1,,Coal Steam,,ERC_REST,Texas,48,Calhoun,57,48057,7.6,10428.0,1983.0,9999,,,Y,Petroleum Coke,,,,,,,,,,,,,0.79,0.76996,0.76996,0.76996,0.76996,1.0,1.0,1.0,0.98,,,,,,,,Petroleum Coke,10167.0,28.513929,-96.794154,,,,,,,1.848930343389776,225.1,POINT (-96.79415400000001 28.513929),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,6.0,2.6599999999999997,775.8826144953313,3.04,0.0,37800.0,4.47,23.750645620868585,1,0.0,1,1,False,False,False,False,10167+GEN1
1,Formosa Utility Venture Ltd,10554_G_BO3,10554,G,BO3,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,32.0,6487.0,1987.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.11484,0.11484,0.11484,0.11484,,,,,,,,,,,,Natural Gas,10554.0,28.6917,-96.5417,,,,,,,2.381000415400321,117.0,POINT (-96.54170000000001 28.6917),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,20.448,3266.8741662961315,12.8,0.0,13170.0,3.5999999999999996,19.045549694701883,1,0.0,1,1,False,False,False,False,10554+BO3
2,Formosa Utility Venture Ltd,10554_G_ST1,10554,G,ST1,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,28.5,6487.0,1994.0,9999,,,Y,Natural Gas,,,,STM,,,,,,,,,,0.11484,0.11484,0.11484,0.11484,,,,,,,,,,,,Natural Gas,10554.0,28.6917,-96.5417,,,,,,,2.381000415400321,117.0,POINT (-96.54170000000001 28.6917),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,18.2115,2909.5598043574923,11.4,0.0,13170.0,3.5999999999999996,19.045549694701883,1,0.0,1,1,False,False,False,False,10554+ST1
3,Formosa Utility Venture Ltd,10554_G_ST2,10554,G,ST2,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,57.5,6487.0,1994.0,9999,,,Y,Natural Gas,,,,STM,,,,,,,,,,0.0694,0.0694,0.0694,0.0694,,,,,,,,,,,,Natural Gas,10554.0,28.6917,-96.5417,,,,,,,2.381000415400321,117.0,POINT (-96.54170000000001 28.6917),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,36.7425,5870.164517563361,23.0,0.0,13170.0,3.5999999999999996,19.045549694701883,1,0.0,1,1,False,False,False,False,10554+ST2
4,Formosa Utility Venture Ltd,10554_G_ST3,10554,G,ST3,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,47.3,6487.0,2002.0,9999,,,Y,Natural Gas,,,,STM,,,,,,,,,,0.08253,0.08253,0.08253,0.08253,,,,,,,,,,,,Natural Gas,10554.0,28.6917,-96.5417,,,,,,,2.381000415400321,117.0,POINT (-96.54170000000001 28.6917),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,30.2247,4828.84837705647,18.919999999999998,0.0,13170.0,3.5999999999999996,19.045549694701883,1,0.0,1,1,False,False,False,False,10554+ST3
5,Formosa Utility Venture Ltd,10554_G_TBG1,10554,G,TBG1,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,72.0,6487.0,1993.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.11484,0.11484,0.11484,0.11484,,,,,,,,,,,,Natural Gas,10554.0,28.6917,-96.5417,,,,,,,2.381000415400321,117.0,POINT (-96.54170000000001 28.6917),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,46.008,7350.466874166296,28.8,0.0,13170.0,3.5999999999999996,19.045549694701883,1,0.0,1,1,False,False,False,False,10554+TBG1
6,Formosa Utility Venture Ltd,10554_G_TBG2,10554,G,TBG2,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,72.0,6487.0,1993.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.0694,0.0694,0.0694,0.0694,,,,,,,,,,,,Natural Gas,10554.0,28.6917,-96.5417,,,,,,,2.381000415400321,117.0,POINT (-96.54170000000001 28.6917),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,46.008,7350.466874166296,28.8,0.0,13170.0,3.5999999999999996,19.045549694701883,1,0.0,1,1,False,False,False,False,10554+TBG2
7,Formosa Utility Venture Ltd,10554_G_TBG3,10554,G,TBG3,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,72.0,6487.0,1993.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.0694,0.0694,0.0694,0.0694,,,,,,,,,,,,Natural Gas,10554.0,28.6917,-96.5417,,,,,,,2.381000415400321,117.0,POINT (-96.54170000000001 28.6917),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,46.008,7350.466874166296,28.8,0.0,13170.0,3.5999999999999996,19.045549694701883,1,0.0,1,1,False,False,False,False,10554+TBG3
8,Formosa Utility Venture Ltd,10554_G_TBG4,10554,G,TBG4,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,72.0,6487.0,1994.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.0694,0.0694,0.0694,0.0694,,,,,,,,,,,,Natural Gas,10554.0,28.6917,-96.5417,,,,,,,2.381000415400321,117.0,POINT (-96.54170000000001 28.6917),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,46.008,7350.466874166296,28.8,0.0,13170.0,3.5999999999999996,19.045549694701883,1,0.0,1,1,False,False,False,False,10554+TBG4
9,Formosa Utility Venture Ltd,10554_G_TBG5,10554,G,TBG5,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,72.0,6487.0,1994.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.08253,0.08253,0.08253,0.08253,,,,,,,,,,,,Natural Gas,10554.0,28.6917,-96.5417,,,,,,,2.381000415400321,117.0,POINT (-96.54170000000001 28.6917),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,46.008,7350.466874166296,28.8,0.0,13170.0,3.5999999999999996,19.045549694701883,1,0.0,1,1,False,False,False,False,10554+TBG5
10,Formosa Utility Venture Ltd,10554_G_TBG6,10554,G,TBG6,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,72.0,6487.0,2003.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.08253,0.08253,0.08253,0.08253,,,,,,,,,,,,Natural Gas,10554.0,28.6917,-96.5417,,,,,,,2.381000415400321,117.0,POINT (-96.54170000000001 28.6917),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,46.008,7350.466874166296,28.8,0.0,13170.0,3.5999999999999996,19.045549694701883,1,0.0,1,1,False,False,False,False,10554+TBG6
11,Victoria Texas Plant,10790_G_GEN1,10790,G,GEN1,,Combustion Turbine,,ERC_REST,Texas,48,Victoria,469,48469,75.0,16297.0,1987.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.34622,0.34622,0.34622,0.34622,,,,,,,,,,,,Natural Gas,10790.0,28.675088,-96.956014,,,,,,,2.381000415400321,117.0,POINT (-96.956014 28.675088),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,2.0,25.650000000000002,1914.1840818141395,30.0,0.0,7340.0,15.45,54.25316376977902,0,0.0,1,1,False,False,False,False,10790+GEN1
12,Nueces Bay,3441_G_7,3441,G,7,,Combined Cycle,,ERC_REST,Texas,48,Nueces,355,48355,319.0,7745.0,1972.0,9999,wall,,N,Natural Gas,,,,,SCR,,,,,,,,,0.01721,0.01721,0.01721,0.01721,,,,,,,,,,,,Natural Gas,3441.0,27.819412,-97.419203,,,,,,,2.381000415400321,117.0,POINT (-97.419203 27.819412),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,101.44200000000001,32566.65184526456,127.60000000000001,0.0,13170.0,3.5999999999999996,22.04084821727548,1,0.0,1,1,False,False,False,False,3441+7
13,Nueces Bay,3441_G_8,3441,G,8,90242.0,Combined Cycle,,ERC_REST,Texas,48,Nueces,355,48355,157.0,7745.0,2010.0,9999,,,N,Natural Gas,,,,DLNB + H2O + NH3,SCR,2009.0,,,,,,,0.06,0.01721,0.01721,0.01721,0.01721,,,,,,,,,,,,Natural Gas,3441.0,27.819412,-97.419203,,,,,,,2.381000415400321,117.0,POINT (-97.419203 27.819412),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,49.926,16028.101378390395,62.800000000000004,0.0,13170.0,3.5999999999999996,22.04084821727548,1,0.0,1,1,False,False,False,False,3441+8
14,Nueces Bay,3441_G_9,3441,G,9,90243.0,Combined Cycle,,ERC_REST,Texas,48,Nueces,355,48355,157.0,7745.0,2010.0,9999,,,N,Natural Gas,,,,DLNB + H2O + NH3,SCR,2009.0,,,,,,,0.06,0.01721,0.01721,0.01721,0.01721,,,,,,,,,,,,Natural Gas,3441.0,27.819412,-97.419203,,,,,,,2.381000415400321,117.0,POINT (-97.419203 27.819412),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,49.926,16028.101378390395,62.800000000000004,0.0,13170.0,3.5999999999999996,22.04084821727548,1,0.0,1,1,False,False,False,False,3441+9
15,Victoria,3443_G_5,3443,G,5,,Combined Cycle,,ERC_REST,Texas,48,Victoria,469,48469,125.0,8063.0,1963.0,9999,,,N,Natural Gas,,,,AA + DLNB + NH3,SCR,2009.0,,,,,,,0.003,0.02024,0.02024,0.02024,0.02024,,,,,,,,,,,,Natural Gas,3443.0,28.7883,-97.01,,,,,,,2.381000415400321,117.0,POINT (-97.01000000000001 28.7883),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,39.75,12761.227212094263,50.0,0.0,13170.0,3.5999999999999996,22.79800634937279,1,0.0,1,1,False,False,False,False,3443+5
16,Victoria,3443_G_7,3443,G,7,90094.0,Combined Cycle,,ERC_REST,Texas,48,Victoria,469,48469,160.0,8063.0,2009.0,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,0.003,0.02024,0.02024,0.02024,0.02024,,,,,,,,,,,,Natural Gas,3443.0,28.7883,-97.01,,,,,,,2.381000415400321,117.0,POINT (-97.01000000000001 28.7883),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,50.88,16334.370831480657,64.0,0.0,13170.0,3.5999999999999996,22.79800634937279,1,0.0,1,1,False,False,False,False,3443+7
17,O W Sommers,3611_B_1,3611,B,1,2479.0,O/G Steam,,ERC_REST,Texas,48,Bexar,29,48029,420.0,12126.0,1972.0,9999,tangential,,N,Natural Gas,,,,FR + OFA,,,,,,,,,1.157,0.15448,0.15448,0.15448,0.15448,,,,,,,,,,,,Natural Gas,3611.0,29.308056,-98.3242,,,,,,,2.381000415400321,117.0,POINT (-98.3242 29.308056),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,7.0,97.02000000000001,42877.723432636725,168.0,0.0,37800.0,4.47,33.342011037144296,1,0.0,1,1,False,False,False,False,3611+1
18,O W Sommers,3611_B_2,3611,B,2,2480.0,O/G Steam,,ERC_REST,Texas,48,Bexar,29,48029,410.0,12093.0,1974.0,9999,tangential,,N,Natural Gas,,,,FR + OFA,,,,,,,,,1.157,0.1023,0.1023,0.1023,0.1023,,,,,,,,,,,,Natural Gas,3611.0,29.308056,-98.3242,,,,,,,2.381000415400321,117.0,POINT (-98.3242 29.308056),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,7.0,94.71000000000001,41856.82525566919,164.0,0.0,37800.0,4.47,33.26343802343608,1,0.0,1,1,False,False,False,False,3611+2
19,V H Braunig,3612_B_1,3612,B,1,2481.0,O/G Steam,,ERC_REST,Texas,48,Bexar,29,48029,220.0,11488.0,1966.0,9999,tangential,,N,Natural Gas,,,,,,,,,,,,,1.157,0.20761,0.20761,0.20761,0.20761,,,,,,,,,,,,Natural Gas,3612.0,29.2567,-98.3825,,,,,,,2.381000415400321,117.0,POINT (-98.38249999999999 29.2567),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,7.0,50.82,22459.759893285904,88.0,0.0,37800.0,4.47,31.82293277211889,1,0.0,1,1,False,False,False,False,3612+1
20,V H Braunig,3612_B_2,3612,B,2,2482.0,O/G Steam,,ERC_REST,Texas,48,Bexar,29,48029,230.0,11619.0,1968.0,9999,tangential,,N,Natural Gas,,,,,,,,,,,,,1.157,0.19122,0.19122,0.19122,0.19122,,,,,,,,,,,,Natural Gas,3612.0,29.2567,-98.3825,,,,,,,2.381000415400321,117.0,POINT (-98.38249999999999 29.2567),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,7.0,53.13,23480.658070253445,92.0,0.0,37800.0,4.47,32.13484382653633,1,0.0,1,1,False,False,False,False,3612+2
21,V H Braunig,3612_B_3,3612,B,3,2483.0,O/G Steam,,ERC_REST,Texas,48,Bexar,29,48029,412.0,11388.0,1970.0,9999,tangential,,N,Natural Gas,,,,FR + OFA,,,,,,,,,1.157,0.14314,0.14314,0.14314,0.14314,,,,,,,,,,,,Natural Gas,3612.0,29.2567,-98.3825,,,,,,,2.381000415400321,117.0,POINT (-98.38249999999999 29.2567),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,7.0,95.17200000000001,42061.004891062694,164.8,0.0,37800.0,4.47,31.584832730578853,1,0.0,1,1,False,False,False,False,3612+3
22,Sam Rayburn,3631_G_10,3631,G,10,,Combined Cycle,,ERC_REST,Texas,48,Victoria,469,48469,37.0,9238.0,2003.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,SCR,,,,,,,,,0.02027,0.02027,0.02027,0.02027,,,,,,,,,,,,Natural Gas,3631.0,28.8947,-97.135,,,,,,,2.381000415400321,117.0,POINT (-97.13500000000001 28.8947),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,23.643,3777.323254779902,14.8,0.0,13170.0,3.5999999999999996,25.595681837468163,1,0.0,1,1,False,False,False,False,3631+10
23,Sam Rayburn,3631_G_7,3631,G,7,8334.0,Combined Cycle,,ERC_REST,Texas,48,Victoria,469,48469,49.0,9238.0,2003.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,SCR,,,,,,,,,0.02027,0.02027,0.02027,0.02027,,,,,,,,,,,,Natural Gas,3631.0,28.8947,-97.135,,,,,,,2.381000415400321,117.0,POINT (-97.13500000000001 28.8947),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,31.311,5002.401067140951,19.6,0.0,13170.0,3.5999999999999996,25.595681837468163,1,0.0,1,1,False,False,False,False,3631+7
24,Sam Rayburn,3631_G_8,3631,G,8,8336.0,Combined Cycle,,ERC_REST,Texas,48,Victoria,469,48469,49.0,9238.0,2003.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,SCR,,,,,,,,,0.02027,0.02027,0.02027,0.02027,,,,,,,,,,,,Natural Gas,3631.0,28.8947,-97.135,,,,,,,2.381000415400321,117.0,POINT (-97.13500000000001 28.8947),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,31.311,5002.401067140951,19.6,0.0,13170.0,3.5999999999999996,25.595681837468163,1,0.0,1,1,False,False,False,False,3631+8
25,Sam Rayburn,3631_G_9,3631,G,9,8338.0,Combined Cycle,,ERC_REST,Texas,48,Victoria,469,48469,48.0,9238.0,2003.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,SCR,,,,,,,,,0.02027,0.02027,0.02027,0.02027,,,,,,,,,,,,Natural Gas,3631.0,28.8947,-97.135,,,,,,,2.381000415400321,117.0,POINT (-97.13500000000001 28.8947),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,30.672,4900.3112494441975,19.200000000000003,0.0,13170.0,3.5999999999999996,25.595681837468163,1,0.0,1,1,False,False,False,False,3631+9
26,Barney M Davis,4939_B_1,4939,B,1,2658.0,O/G Steam,,ERC_REST,Texas,48,Nueces,355,48355,330.0,11750.0,1974.0,9999,tangential,,N,Natural Gas,,,,,,,,,,,,,1.157,0.16452,0.16452,0.16452,0.16452,,,,,,,,,,,,Natural Gas,4939.0,27.6064,-97.3117,,,,,,,2.381000415400321,117.0,POINT (-97.3117 27.6064),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,7.0,76.23,33689.63983992886,132.0,0.0,37800.0,4.47,32.446754880953776,1,0.0,1,1,False,False,False,False,4939+1
27,Barney M Davis,4939_G_2,4939,G,2,,Combined Cycle,,ERC_REST,Texas,48,Nueces,355,48355,319.0,7736.0,1976.0,9999,tangential,,N,Natural Gas,,,,,SCR,,,,,,,,,0.0193,0.0193,0.0193,0.0193,,,,,,,,,,,,Natural Gas,4939.0,27.6064,-97.3117,,,,,,,2.381000415400321,117.0,POINT (-97.3117 27.6064),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,101.44200000000001,32566.65184526456,127.60000000000001,0.0,13170.0,3.5999999999999996,22.019419213536885,1,0.0,1,1,False,False,False,False,4939+2
28,Barney M Davis,4939_G_3,4939,G,3,90244.0,Combined Cycle,,ERC_REST,Texas,48,Nueces,355,48355,157.0,7736.0,2010.0,9999,,,N,Natural Gas,,,,NH3,SCR,2009.0,,,,,,,0.06,0.0193,0.0193,0.0193,0.0193,,,,,,,,,,,,Natural Gas,4939.0,27.6064,-97.3117,,,,,,,2.381000415400321,117.0,POINT (-97.3117 27.6064),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,49.926,16028.101378390395,62.800000000000004,0.0,13170.0,3.5999999999999996,22.019419213536885,1,0.0,1,1,False,False,False,False,4939+3
29,Barney M Davis,4939_G_4,4939,G,4,90245.0,Combined Cycle,,ERC_REST,Texas,48,Nueces,355,48355,157.0,7736.0,2010.0,9999,,,N,Natural Gas,,,,NH3,SCR,2009.0,,,,,,,0.06,0.0193,0.0193,0.0193,0.0193,,,,,,,,,,,,Natural Gas,4939.0,27.6064,-97.3117,,,,,,,2.381000415400321,117.0,POINT (-97.3117 27.6064),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,49.926,16028.101378390395,62.800000000000004,0.0,13170.0,3.5999999999999996,22.019419213536885,1,0.0,1,1,False,False,False,False,4939+4
30,Newgulf Cogen,50137_G_GEN1,50137,G,GEN1,3640.0,Combustion Turbine,,ERC_REST,Texas,48,Wharton,481,48481,72.0,13440.0,1984.0,9999,,,N,Natural Gas,,,,,,,,,,,,,3.0,0.25759,0.25759,0.25759,0.25759,,,,,,,,,,,,Natural Gas,50137.0,29.2639,-95.8997,,,,,,,2.381000415400321,117.0,POINT (-95.8997 29.2639),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,2.0,24.624000000000002,1837.616718541574,28.8,0.0,7340.0,15.45,47.450645582980314,0,0.0,1,1,False,False,False,False,50137+GEN1
31,Union Carbide Seadrift Cogen,50150_G_GE10,50150,G,GE10,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,15.0,9043.0,1964.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.17761,0.17761,0.17761,0.17761,,,,,,,,,,,,Natural Gas,50150.0,28.5105,-96.7706,,,,,,,2.381000415400321,117.0,POINT (-96.7706 28.5105),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,9.585,1531.3472654513116,6.0,0.0,13170.0,3.5999999999999996,25.131386756465105,1,0.0,1,1,False,False,False,False,50150+GE10
32,Union Carbide Seadrift Cogen,50150_G_GE11,50150,G,GE11,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,30.0,9043.0,2000.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.17761,0.17761,0.17761,0.17761,,,,,,,,,,,,Natural Gas,50150.0,28.5105,-96.7706,,,,,,,2.381000415400321,117.0,POINT (-96.7706 28.5105),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,19.17,3062.6945309026232,12.0,0.0,13170.0,3.5999999999999996,25.131386756465105,1,0.0,1,1,False,False,False,False,50150+GE11
33,Union Carbide Seadrift Cogen,50150_G_GEN5,50150,G,GEN5,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,15.0,9043.0,1987.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.17761,0.17761,0.17761,0.17761,,,,,,,,,,,,Natural Gas,50150.0,28.5105,-96.7706,,,,,,,2.381000415400321,117.0,POINT (-96.7706 28.5105),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,9.585,1531.3472654513116,6.0,0.0,13170.0,3.5999999999999996,25.131386756465105,1,0.0,1,1,False,False,False,False,50150+GEN5
34,Union Carbide Seadrift Cogen,50150_G_GEN6,50150,G,GEN6,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,30.0,9043.0,1987.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.17761,0.17761,0.17761,0.17761,,,,,,,,,,,,Natural Gas,50150.0,28.5105,-96.7706,,,,,,,2.381000415400321,117.0,POINT (-96.7706 28.5105),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,19.17,3062.6945309026232,12.0,0.0,13170.0,3.5999999999999996,25.131386756465105,1,0.0,1,1,False,False,False,False,50150+GEN6
35,Union Carbide Seadrift Cogen,50150_G_GEN7,50150,G,GEN7,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,6.0,9043.0,1987.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.17761,0.17761,0.17761,0.17761,,,,,,,,,,,,Natural Gas,50150.0,28.5105,-96.7706,,,,,,,2.381000415400321,117.0,POINT (-96.7706 28.5105),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,3.834,612.5389061805247,2.4000000000000004,0.0,13170.0,3.5999999999999996,25.131386756465105,1,0.0,1,1,False,False,False,False,50150+GEN7
36,Union Carbide Seadrift Cogen,50150_G_GEN8,50150,G,GEN8,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,30.0,9043.0,1987.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.17761,0.17761,0.17761,0.17761,,,,,,,,,,,,Natural Gas,50150.0,28.5105,-96.7706,,,,,,,2.381000415400321,117.0,POINT (-96.7706 28.5105),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,19.17,3062.6945309026232,12.0,0.0,13170.0,3.5999999999999996,25.131386756465105,1,0.0,1,1,False,False,False,False,50150+GEN8
37,Union Carbide Seadrift Cogen,50150_G_GEN9,50150,G,GEN9,,Combined Cycle,,ERC_REST,Texas,48,Calhoun,57,48057,15.0,9043.0,1987.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.17761,0.17761,0.17761,0.17761,,,,,,,,,,,,Natural Gas,50150.0,28.5105,-96.7706,,,,,,,2.381000415400321,117.0,POINT (-96.7706 28.5105),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,9.585,1531.3472654513116,6.0,0.0,13170.0,3.5999999999999996,25.131386756465105,1,0.0,1,1,False,False,False,False,50150+GEN9
38,BP Chemicals Green Lake Plant,50404_G_TG2,50404,G,TG2,,Non-Fossil Waste,,ERC_REST,Texas,48,Calhoun,57,48057,15.0,11414.0,1989.0,9999,,,N,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,50404.0,28.5707,-96.8333,,,,,,,0.0,160.1,POINT (-96.83329999999999 28.5707),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,15.0,1531.3472654513116,6.0,0.0,105630.0,5.26,5.26,0,0.0,1,1,False,False,False,False,50404+TG2
39,BP Chemicals Green Lake Plant,50404_G_TG3,50404,G,TG3,,Non-Fossil Waste,,ERC_REST,Texas,48,Calhoun,57,48057,23.8,11414.0,1997.0,9999,,,N,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,50404.0,28.5707,-96.8333,,,,,,,0.0,160.1,POINT (-96.83329999999999 28.5707),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,23.8,2429.7376611827476,9.520000000000001,0.0,105630.0,5.26,5.26,0,0.0,1,1,False,False,False,False,50404+TG3
40,Rio Grande Valley Sugar Growers,54338_B_6,54338,B,6,,Biomass,,ERC_REST,Texas,48,Hidalgo,215,48215,3.5,17397.0,2009.0,9999,,,Y,Biomass,,,,,,,,ESPH + C + WS,No,,,,,0.25617,0.25617,0.25617,0.25617,,,,,,,,,,,,Biomass,54338.0,26.269683,-97.867012,,,,,,,0.0,91.9,POINT (-97.867012 26.269683),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,3.5,357.31436193863937,1.4000000000000001,0.0,105630.0,5.26,5.26,0,0.0,1,1,False,False,False,False,54338+6
41,Gregory Power Facility,55086_G_GT1A,55086,G,GT1A,3863.0,Combined Cycle,,ERC_REST,Texas,48,San Patricio,409,48409,141.0,5500.0,2000.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.03435,0.03435,0.03435,0.03435,,,,,,,,,,,,Natural Gas,55086.0,27.88929,-97.258417,,,,,,,2.381000415400321,117.0,POINT (-97.25841699999999 27.88929),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,44.838,14394.66429524233,56.400000000000006,0.0,13170.0,3.5999999999999996,16.695502284701767,1,0.0,1,1,False,False,False,False,55086+GT1A
42,Gregory Power Facility,55086_G_GT1B,55086,G,GT1B,3864.0,Combined Cycle,,ERC_REST,Texas,48,San Patricio,409,48409,140.0,5500.0,2000.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.03435,0.03435,0.03435,0.03435,,,,,,,,,,,,Natural Gas,55086.0,27.88929,-97.258417,,,,,,,2.381000415400321,117.0,POINT (-97.25841699999999 27.88929),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,44.52,14292.574477545575,56.0,0.0,13170.0,3.5999999999999996,16.695502284701767,1,0.0,1,1,False,False,False,False,55086+GT1B
